Age,Sex,Types,Co2,Exercise,Num_of_use
40대,,정기,0.92,125.46,3
10대,F,정기,1.42,162.84,6
20대,F,정기,11,1243.76,22
30대,F,정기,5.6,591.67,8
40대,F,정기,3.21,356.43,5
50대,F,정기,3.81,405.69,3
60대,F,정기,1.94,186.53,4
기타,F,정기,0.5,56.05,3
20대,M,정기,6.64,828.52,24
30대,M,정기,17.62,2699.17,8
40대,M,정기,6.57,960.32,14
50대,M,정기,3.93,540.73,11
60대,M,정기,1.75,203.4,4
기타,M,정기,17.33,2238.35,47
기타,,일일(비회원),3.75,417.25,15
20대,,일일(회원),0.4,43.41,1
30대,,일일(회원),0,0,1
기타,,일일(회원),0.37,38.05,1
20대,F,일일(회원),2.52,253.88,3
40대,M,일일(회원),2.03,222.04,2
20대,,정기,12.63,1469.44,38
30대,,정기,0,0,1
40대,,정기,2.16,353.42,18
50대,,정기,0,0,1
60대,,정기,8.89,1004.17,9
50대,,정기,0,0,1
10대,F,정기,1.21,119.11,5
20대,F,정기,12.14,1269.12,17
30대,F,정기,8.84,964.53,11
40대,F,정기,0.58,83.81,1
50대,F,정기,3.06,302.48,2
기타,F,정기,0.1,10.55,1
20대,M,정기,4.42,590.85,9
30대,M,정기,4.17,462.37,4
40대,M,정기,7.94,1189.76,16
50대,M,정기,9.06,1156.05,15
60대,M,정기,0.63,64.39,1
기타,M,정기,1.81,190.79,4
40대,F,단체,0.28,29.44,2
기타,F,단체,1.45,178.62,3
기타,,일일(비회원),0.96,106.87,2
10대,,일일(회원),1.09,114.27,4
20대,,일일(회원),14.33,1468.01,26
30대,,일일(회원),6.19,667.5,12
40대,,일일(회원),9.56,1115.19,8
50대,,일일(회원),0.83,109.33,2
기타,,일일(회원),0.82,83.87,1
20대,,일일(회원),0.96,107.15,3
30대,,일일(회원),0,0,1
40대,,일일(회원),0.75,57.87,1
10대,F,일일(회원),2.8,271.08,3
20대,F,일일(회원),8.11,874.67,14
30대,F,일일(회원),0.5,50.51,3
40대,F,일일(회원),0.77,78.69,1
기타,F,일일(회원),1.06,97.26,6
10대,M,일일(회원),0.26,26.61,2
20대,M,일일(회원),5.91,700.41,15
30대,M,일일(회원),6.04,779.39,11
40대,M,일일(회원),1.52,211.37,6
50대,M,일일(회원),0,0,2
60대,M,일일(회원),0.09,10.01,1
기타,M,일일(회원),2.72,315.96,8
10대,,정기,2.21,214.19,10
20대,,정기,54.82,6208.99,189
30대,,정기,49.26,6264.31,96
40대,,정기,8.51,1081.91,32
50대,,정기,36.82,3581.73,76
60대,,정기,0.28,30.89,2
기타,,정기,10.55,1135.36,26
20대,,정기,5.17,596.55,32
30대,,정기,0.41,63.78,3
40대,,정기,4.7,521.4,3
50대,,정기,1.4,181.38,5
10대,F,정기,2.95,320.32,11
20대,F,정기,23.33,2324.81,86
30대,F,정기,11.39,1204.73,45
40대,F,정기,29.32,2899,89
50대,F,정기,17.67,1873.7,53
60대,F,정기,0.55,51.18,3
기타,F,정기,19.35,1957.5,53
10대,M,정기,9.76,1202.31,43
20대,M,정기,32.58,4042.96,105
30대,M,정기,32.65,4065.67,81
40대,M,정기,17.76,2152.33,49
50대,M,정기,11.72,1453.72,39
60대,M,정기,4.33,537.58,15
70대이상,M,정기,0.46,52.28,2
기타,M,정기,29.45,3492.05,80
20대,,단체,1.04,108.22,1
10대,F,단체,0.8,71.44,2
10대,M,단체,0,0,1
20대,M,단체,3.3,365.97,2
40대,M,단체,1.78,185.7,2
기타,,일일(비회원),4.08,451.63,16
10대,,일일(회원),0.3,33.18,2
20대,,일일(회원),23.9,2675.57,72
30대,,일일(회원),6.05,752.92,12
40대,,일일(회원),7.82,861.99,10
기타,,일일(회원),2.04,218.52,5
10대,,일일(회원),0.53,61.13,1
20대,,일일(회원),3.32,422.16,11
40대,,일일(회원),0.94,96.36,4
10대,F,일일(회원),3.03,236.03,13
20대,F,일일(회원),17.65,1778.73,44
30대,F,일일(회원),3.35,331.72,9
40대,F,일일(회원),1.8,189.69,3
50대,F,일일(회원),0,0,1
기타,F,일일(회원),4.5,428.05,10
10대,M,일일(회원),11.79,1421.46,40
20대,M,일일(회원),22.62,2893.77,54
30대,M,일일(회원),6.06,792.36,26
40대,M,일일(회원),1.84,256.42,5
50대,M,일일(회원),1.56,173.15,3
60대,M,일일(회원),3.24,373.84,7
기타,M,일일(회원),9.29,1114.57,26
10대,,정기,7.23,659.85,20
20대,,정기,92.47,10257.04,329
30대,,정기,29.88,3051.98,109
40대,,정기,29.06,3254.44,63
50대,,정기,31.08,3306.81,104
60대,,정기,2.83,303.55,12
70대이상,,정기,0.18,13.28,1
기타,,정기,8.62,900.21,32
10대,,정기,0.16,20.2,1
20대,,정기,9.67,1050,40
30대,,정기,1.76,175.91,6
40대,,정기,6.47,720.86,16
50대,,정기,1.06,113.64,4
60대,,정기,2.28,220.46,8
10대,F,정기,5.17,535.05,18
20대,F,정기,73.75,7350.53,227
30대,F,정기,19.3,2018.11,61
40대,F,정기,28.85,3055.67,94
50대,F,정기,34.48,3611.74,89
60대,F,정기,2.07,219.04,5
기타,F,정기,13.58,1356.05,51
10대,M,정기,13.57,1590.64,49
20대,M,정기,84.4,10725.93,247
30대,M,정기,42.56,5298.56,142
40대,M,정기,50.55,5957.51,91
50대,M,정기,20.36,2491.59,47
60대,M,정기,8,888.47,21
70대이상,M,정기,0,0,1
기타,M,정기,33.94,4594.45,99
10대,,단체,2.36,233.13,3
10대,,일일(회원),1.07,115.01,6
20대,,일일(회원),6.07,659.15,9
30대,,일일(회원),7.2,810.94,11
기타,,일일(회원),1.26,128.78,3
20대,,일일(회원),0.3,36.5,1
20대,F,일일(회원),7.72,797.78,9
30대,F,일일(회원),1.15,127.41,2
기타,F,일일(회원),0.98,108.62,1
10대,M,일일(회원),2.07,262.94,7
20대,M,일일(회원),4.87,641.92,4
30대,M,일일(회원),2,252.97,6
40대,M,일일(회원),2.15,291.75,3
기타,M,일일(회원),4.37,580.62,6
20대,,정기,16.04,1968.26,56
30대,,정기,8.87,1126.06,25
40대,,정기,4.71,541.36,17
50대,,정기,25.89,3252.57,42
60대,,정기,1.04,107.23,3
20대,,정기,22.9,3120.08,9
30대,,정기,0,0,1
50대,,정기,5.16,569.93,9
10대,F,정기,0.2,22.13,2
20대,F,정기,10.45,1085.76,37
30대,F,정기,8.43,808.4,22
40대,F,정기,1.91,174.02,8
50대,F,정기,50.28,4524.24,38
60대,F,정기,0.44,46.89,1
70대이상,F,정기,1.12,128.41,3
기타,F,정기,6.82,657.92,18
10대,M,정기,12.8,1649.85,22
20대,M,정기,1.18,143,5
30대,M,정기,12.78,1598.16,15
40대,M,정기,37.32,4097.11,57
50대,M,정기,5.22,665.97,17
60대,M,정기,6.04,715.43,20
기타,M,정기,10.21,1245.85,40
20대,F,단체,1.38,153.81,5
기타,M,단체,7.05,962.07,4
기타,,일일(비회원),2.94,325.84,7
10대,,일일(회원),3.5,433.77,5
20대,,일일(회원),9.19,958.73,19
30대,,일일(회원),5.89,609.78,13
40대,,일일(회원),3.38,369.54,6
50대,,일일(회원),1,110.42,1
20대,,일일(회원),2.27,296.14,4
10대,F,일일(회원),6.53,654.97,5
20대,F,일일(회원),6.58,633.87,8
30대,F,일일(회원),5.05,580.41,10
40대,F,일일(회원),0.25,24.17,1
60대,F,일일(회원),7.84,910.41,2
기타,F,일일(회원),1.93,213.38,3
10대,M,일일(회원),4.27,443.26,4
20대,M,일일(회원),4.21,548.9,7
30대,M,일일(회원),1.61,188.58,5
40대,M,일일(회원),0.38,41.96,2
50대,M,일일(회원),1.32,161.95,1
기타,M,일일(회원),8.81,1146.6,7
10대,,정기,2.03,149,1
20대,,정기,18.9,2184.17,41
30대,,정기,2.62,286.97,7
40대,,정기,7.09,890.68,20
50대,,정기,8.17,957.87,21
60대,,정기,23.22,2241.14,17
기타,,정기,0.78,82.99,1
20대,,정기,1.71,154.96,4
30대,,정기,3,340.1,13
50대,,정기,2.71,305.5,8
10대,F,정기,1.91,147.02,4
20대,F,정기,13.94,1493.47,25
30대,F,정기,6.54,623.54,13
40대,F,정기,28.28,3029.96,48
50대,F,정기,3.18,324.1,6
60대,F,정기,10.51,1173.33,7
70대이상,F,정기,4.78,530.14,1
기타,F,정기,23.91,2575.42,24
10대,M,정기,3.1,329.63,7
20대,M,정기,17.55,2459.67,26
30대,M,정기,24.77,2959.19,52
40대,M,정기,52.55,6615.44,62
50대,M,정기,21.15,2611.08,26
60대,M,정기,9.43,1159.77,7
70대이상,M,정기,0,0,3
기타,M,정기,12.85,1826.91,13
기타,F,단체,1.32,158.02,4
40대,M,단체,4.58,531.63,4
기타,,일일(비회원),9.44,1047.36,3
10대,,일일(회원),0.29,46.65,1
20대,,일일(회원),4.29,503.01,7
30대,,일일(회원),1.45,156.41,3
50대,,일일(회원),0,0,1
60대,,일일(회원),0,0,1
기타,,일일(회원),0,0,1
20대,,일일(회원),0.55,74.46,3
30대,,일일(회원),0,0,2
20대,F,일일(회원),4.25,452.23,6
30대,F,일일(회원),4.43,473.66,3
기타,F,일일(회원),1.33,147.75,2
10대,M,일일(회원),0.56,82.42,2
20대,M,일일(회원),10.66,1377.81,15
30대,M,일일(회원),1.18,161.02,4
40대,M,일일(회원),2.12,255.5,2
50대,M,일일(회원),1.33,147.23,2
60대,M,일일(회원),3.56,409.7,3
기타,M,일일(회원),4.27,495.44,3
10대,,정기,0.85,85.63,1
20대,,정기,12.09,1472.25,31
30대,,정기,7.82,772.6,23
40대,,정기,4,506.41,15
50대,,정기,11.49,1701.33,25
60대,,정기,21.44,2538.41,16
20대,,정기,2.73,270.04,3
30대,,정기,1.74,193.59,3
20대,F,정기,4.62,448.19,20
30대,F,정기,4.18,364.01,3
40대,F,정기,6.91,642.91,17
50대,F,정기,0.99,106.53,5
60대,F,정기,1.03,99.99,4
70대이상,F,정기,1.21,133.92,1
기타,F,정기,35.16,3434.45,38
10대,M,정기,0.06,8.32,2
20대,M,정기,10.62,1139.83,28
30대,M,정기,7.03,912.95,23
40대,M,정기,6.75,913.01,9
50대,M,정기,5.1,615.16,12
60대,M,정기,14.53,1645.13,36
기타,M,정기,2.56,331.87,6
40대,,단체,3.76,417.74,2
30대,F,단체,0,0,1
기타,,일일(비회원),0.54,60.02,2
10대,,일일(회원),0.92,86.25,1
20대,,일일(회원),0.82,104.63,11
30대,,일일(회원),4.27,412.05,3
50대,,일일(회원),4.59,697.45,3
기타,,일일(회원),1.24,137.97,2
20대,F,일일(회원),3.39,308.74,10
30대,F,일일(회원),1.68,161.12,2
50대,F,일일(회원),0.8,81.73,1
10대,M,일일(회원),0.27,28.08,1
20대,M,일일(회원),0.47,55.77,2
30대,M,일일(회원),0,0,1
기타,M,일일(회원),6.35,727.65,3
10대,,정기,1.79,198.71,1
20대,,정기,24.22,2595.55,76
30대,,정기,0.91,103.09,5
40대,,정기,2.59,334.98,13
50대,,정기,15.84,1815.75,35
20대,,정기,7.09,1021.02,7
20대,F,정기,7.97,883.17,31
30대,F,정기,3.85,255.85,9
40대,F,정기,0.18,16.2,1
50대,F,정기,0.17,16.41,2
기타,F,정기,1.52,134.73,5
20대,M,정기,4.16,471.75,22
30대,M,정기,4.35,530.67,10
40대,M,정기,9.78,1384.05,5
50대,M,정기,37.09,4249.45,22
60대,M,정기,8.19,1013.04,16
기타,M,정기,8.36,932.93,19
20대,,단체,1.03,114.65,2
40대,M,단체,2.65,428.49,2
기타,,일일(비회원),7.91,878.15,6
10대,,일일(회원),2.72,307.41,3
20대,,일일(회원),22.16,2175.05,34
30대,,일일(회원),6.44,670.15,10
40대,,일일(회원),0.45,53.23,2
50대,,일일(회원),0.11,11.64,1
20대,,일일(회원),0.49,47.86,2
40대,,일일(회원),1.12,159.08,1
10대,F,일일(회원),2.31,239.96,2
20대,F,일일(회원),9.94,1074.39,14
30대,F,일일(회원),1.3,154.95,3
40대,F,일일(회원),2.5,277.24,1
50대,F,일일(회원),3.72,381.2,1
기타,F,일일(회원),1.52,154.56,5
10대,M,일일(회원),1.02,131.09,9
20대,M,일일(회원),22.46,2811.09,21
30대,M,일일(회원),3.92,459.96,10
40대,M,일일(회원),2.87,395.2,3
50대,M,일일(회원),0.36,37.3,1
60대,M,일일(회원),0.98,113.91,1
기타,M,일일(회원),1.9,229.27,10
10대,,정기,2.35,362.44,12
20대,,정기,39.64,4349.62,82
30대,,정기,20.45,2365.44,59
40대,,정기,25.08,3013.84,33
50대,,정기,24.07,2845.82,35
60대,,정기,4.32,494.75,15
70대이상,,정기,0.59,63.1,2
기타,,정기,0.7,76.08,4
20대,,정기,8.14,942.32,16
30대,,정기,0.55,56.57,3
40대,,정기,1.97,215.08,3
50대,,정기,0.78,94.28,2
60대,,정기,1.18,139.08,1
10대,F,정기,1.03,114.05,1
20대,F,정기,16.96,1657.69,54
30대,F,정기,17.18,2009.46,46
40대,F,정기,24.45,2054.67,26
50대,F,정기,5.23,580.49,13
60대,F,정기,3.62,427.9,13
기타,F,정기,6.29,624.24,12
10대,M,정기,0.91,115.68,8
20대,M,정기,81.81,10338.55,116
30대,M,정기,25.02,3477.72,70
40대,M,정기,9.16,1276.64,22
50대,M,정기,23.58,2821.3,31
60대,M,정기,20.05,2400.09,17
70대이상,M,정기,0.23,23.28,1
기타,M,정기,4.65,487.09,10
40대,,단체,2.35,232.59,3
10대,M,단체,3.1,396.97,2
기타,,일일(비회원),1.22,135.88,4
20대,,일일(회원),0.89,85.39,3
40대,,일일(회원),2.88,360.38,4
기타,,일일(회원),1.1,112.81,1
30대,,일일(회원),1.1,121.52,1
20대,F,일일(회원),0.97,115.55,3
30대,F,일일(회원),1.49,140.26,1
40대,F,일일(회원),0,0,1
50대,F,일일(회원),0.77,57.85,1
기타,F,일일(회원),0.91,86.93,1
10대,M,일일(회원),5.52,697.46,3
20대,M,일일(회원),0,0,3
30대,M,일일(회원),0.66,73.62,1
50대,M,일일(회원),0.87,104.35,1
기타,M,일일(회원),6.12,678.51,1
10대,,정기,0.52,55,2
20대,,정기,8.71,934.98,12
30대,,정기,7.89,991.47,6
40대,,정기,17.87,2499.98,14
50대,,정기,7.2,958.28,7
60대,,정기,1.49,174.43,2
기타,,정기,1.31,165.57,1
40대,,정기,0.98,100.03,1
50대,,정기,2.12,240.54,2
20대,F,정기,12.6,1149.11,20
40대,F,정기,13.64,1328.63,20
50대,F,정기,5.62,636.38,4
70대이상,F,정기,3.31,367.71,4
기타,F,정기,1.94,191.94,6
20대,M,정기,6.61,729.56,12
30대,M,정기,3.18,425.78,4
40대,M,정기,15.37,2133.92,14
50대,M,정기,7.01,795.89,8
60대,M,정기,28.04,3371.64,17
70대이상,M,정기,11.4,1362.1,14
기타,M,정기,2.14,280.53,4
20대,,단체,0.15,15.45,1
40대,F,단체,0.11,11.48,1
기타,,일일(비회원),3.12,346.51,8
10대,,일일(회원),0.72,79.6,2
20대,,일일(회원),10.33,1099.44,33
30대,,일일(회원),2.66,305.95,9
40대,,일일(회원),2.46,328.1,5
50대,,일일(회원),0.25,27.54,2
60대,,일일(회원),0.23,25.1,1
기타,,일일(회원),3.95,404.82,2
20대,,일일(회원),2.46,284.81,6
40대,,일일(회원),0.24,24.71,1
10대,F,일일(회원),5.08,511.32,5
20대,F,일일(회원),8.16,770.53,9
30대,F,일일(회원),1.44,132.91,4
40대,F,일일(회원),3.28,266.89,4
50대,F,일일(회원),3.36,328.15,3
60대,F,일일(회원),0.8,88.55,1
기타,F,일일(회원),4.49,463.45,9
10대,M,일일(회원),4.46,530.3,11
20대,M,일일(회원),5.53,631.28,20
30대,M,일일(회원),3.17,382.25,5
40대,M,일일(회원),2.18,265.25,2
50대,M,일일(회원),0.97,107.59,1
60대,M,일일(회원),1.38,155.92,3
기타,M,일일(회원),1.66,199.25,8
10대,,정기,10.67,944.29,30
20대,,정기,46.81,5204.03,168
30대,,정기,27.06,3648.7,72
40대,,정기,17.51,1939.05,69
50대,,정기,27.34,3081,70
60대,,정기,7.73,828.51,17
기타,,정기,10.39,1262.98,18
10대,,정기,2.39,298.04,1
20대,,정기,8.07,840.8,19
30대,,정기,6.26,610.4,17
40대,,정기,2.1,278.03,8
50대,,정기,5.68,659.53,32
10대,F,정기,1.3,154.29,16
20대,F,정기,29.51,2887.81,111
30대,F,정기,3.81,393.85,13
40대,F,정기,18.4,1892.74,60
50대,F,정기,25.08,2472.38,74
60대,F,정기,13.32,1389.81,29
기타,F,정기,10.9,1130.83,37
10대,M,정기,8.34,1019.81,43
20대,M,정기,25.37,3126.98,89
30대,M,정기,13.44,1747.2,40
40대,M,정기,33.58,4268.86,89
50대,M,정기,10.05,1246.19,25
60대,M,정기,12.98,1576.9,43
기타,M,정기,28.32,3335.5,79
40대,F,단체,2.24,248.68,2
기타,,일일(비회원),0.69,76.32,2
10대,,일일(회원),0.37,41.66,4
20대,,일일(회원),5.55,587.57,12
30대,,일일(회원),1.55,182.09,4
40대,,일일(회원),0,0,1
기타,,일일(회원),0.39,29.94,1
50대,,일일(회원),0.2,25.2,1
20대,F,일일(회원),4.2,390.6,7
40대,F,일일(회원),0.82,85.46,4
기타,F,일일(회원),0.31,33.3,4
10대,M,일일(회원),1.23,166.12,4
20대,M,일일(회원),3.46,408.8,8
30대,M,일일(회원),0,0,1
40대,M,일일(회원),0.54,57.88,1
50대,M,일일(회원),1.02,112.56,2
기타,M,일일(회원),2.22,333.15,3
10대,,정기,1.55,150.46,2
20대,,정기,12.7,1451.56,66
30대,,정기,12.06,1483.63,42
40대,,정기,2.09,297.83,16
50대,,정기,25.08,3027.76,44
60대,,정기,8.06,987.95,25
기타,,정기,1.04,106.44,6
20대,,정기,1.14,145.13,3
50대,,정기,0,0,1
10대,F,정기,1.29,128.22,4
20대,F,정기,1.62,188.39,11
30대,F,정기,3.2,324.23,15
40대,F,정기,1.7,166.87,5
50대,F,정기,8.94,933.67,16
70대이상,F,정기,0.13,14.73,1
기타,F,정기,10.28,870.22,33
10대,M,정기,4.82,544.26,18
20대,M,정기,6.8,821.6,31
30대,M,정기,17.41,2111.61,45
40대,M,정기,2.99,391.32,14
50대,M,정기,5.9,737.49,24
60대,M,정기,1.65,203.55,5
기타,M,정기,1.6,187.9,18
10대,,단체,1.14,113.23,1
10대,M,단체,2.37,284.13,2
기타,,일일(비회원),0,0,1
20대,,일일(회원),3.66,408.1,10
30대,,일일(회원),0.97,94.27,2
40대,,일일(회원),0.27,34.16,1
기타,,일일(회원),0,0,1
20대,F,일일(회원),1.24,101.85,1
10대,M,일일(회원),2.5,296.9,6
20대,M,일일(회원),2.81,315.66,4
30대,M,일일(회원),0,0,1
40대,M,일일(회원),0.94,120.71,1
기타,M,일일(회원),0.18,20.08,1
10대,,정기,3.88,350.7,7
20대,,정기,4.65,587.43,14
30대,,정기,1.33,171.57,2
40대,,정기,4.39,525.48,14
50대,,정기,2.52,297.89,4
60대,,정기,1.04,132.44,4
20대,,정기,3.73,509.69,1
50대,,정기,0.24,27.03,1
60대,,정기,0,0,1
10대,F,정기,0.69,64.69,1
20대,F,정기,0.89,88.34,4
30대,F,정기,5.27,582.96,11
40대,F,정기,1.71,169.67,4
50대,F,정기,1.24,129.72,4
10대,M,정기,1.43,174.37,7
20대,M,정기,1.84,251.84,7
30대,M,정기,5.21,633.93,6
40대,M,정기,2.81,274.48,3
50대,M,정기,2.79,393.84,7
60대,M,정기,2.42,284.64,2
기타,M,정기,0.95,110.76,7
20대,,단체,2.64,243.93,4
기타,,단체,2.5,276.96,2
10대,F,단체,2.56,305.27,3
10대,M,단체,0.06,7.41,1
기타,,일일(비회원),1.52,168.29,4
10대,,일일(회원),1.74,195.19,6
20대,,일일(회원),8.44,911.31,27
30대,,일일(회원),3.41,396.79,7
40대,,일일(회원),0.28,21.74,2
50대,,일일(회원),0.37,39.31,2
기타,,일일(회원),0.93,94.8,2
10대,,일일(회원),0,0,1
20대,,일일(회원),2.89,282.25,7
40대,,일일(회원),4.25,580.38,1
10대,F,일일(회원),5.39,528.57,7
20대,F,일일(회원),4.06,419.89,10
30대,F,일일(회원),1.47,163.9,5
40대,F,일일(회원),1.05,90.7,2
기타,F,일일(회원),4.51,475.31,13
10대,M,일일(회원),7.16,864.94,10
20대,M,일일(회원),6.05,753.81,17
30대,M,일일(회원),1.64,199.01,8
40대,M,일일(회원),0.34,39.85,2
기타,M,일일(회원),2.48,299.77,8
10대,,정기,2.49,223.95,16
20대,,정기,47.62,5478.52,161
30대,,정기,9.4,1137.56,35
40대,,정기,4.34,561.19,19
50대,,정기,5.88,696.89,23
60대,,정기,0.26,28.25,1
70대이상,,정기,0.2,14.98,1
기타,,정기,3.4,373.73,7
20대,,정기,5.68,614.86,17
30대,,정기,1.11,126.24,5
40대,,정기,0.11,14.67,2
50대,,정기,2.47,275.19,5
10대,F,정기,2.46,266.3,9
20대,F,정기,18.84,2051.89,51
30대,F,정기,5.85,573.4,25
40대,F,정기,2.95,325.35,16
50대,F,정기,8.11,888.23,21
기타,F,정기,1.29,129.77,5
10대,M,정기,6.71,787.01,28
20대,M,정기,30.9,3715.59,126
30대,M,정기,19.86,2448.61,69
40대,M,정기,8.46,1180.56,33
50대,M,정기,3.88,472.77,20
60대,M,정기,1.24,156.82,6
70대이상,M,정기,1.05,128.4,7
기타,M,정기,7.95,945.58,40
기타,M,단체,0,0,2
기타,,일일(비회원),3.83,424.71,3
10대,,일일(회원),0,0,1
20대,,일일(회원),1.38,133.74,7
30대,,일일(회원),1.63,260.18,6
40대,,일일(회원),1.59,187.42,3
기타,,일일(회원),0.76,86.68,2
20대,,일일(회원),1.22,125.7,4
20대,F,일일(회원),5.72,594.16,17
기타,F,일일(회원),0.45,38.81,1
10대,M,일일(회원),11.5,1346.32,7
20대,M,일일(회원),1.61,161.72,3
30대,M,일일(회원),1.73,207.34,2
40대,M,일일(회원),1.84,245.9,2
기타,M,일일(회원),2.01,258.89,4
10대,,정기,0.35,37.32,3
20대,,정기,20.94,2567.06,68
30대,,정기,9.7,1292.6,46
40대,,정기,6.2,741.34,16
50대,,정기,8.23,924.38,20
60대,,정기,1.06,132.29,3
기타,,정기,2.75,304.39,8
20대,,정기,1.15,120.04,7
30대,,정기,0.88,101.34,2
40대,,정기,1.79,213.72,3
50대,,정기,0.44,41.44,3
10대,F,정기,3.44,354.97,11
20대,F,정기,3.04,329.98,12
30대,F,정기,3.4,339.53,6
50대,F,정기,4.16,428.78,8
60대,F,정기,0.66,72.93,1
기타,F,정기,5.84,633.52,10
10대,M,정기,0.95,113.14,2
20대,M,정기,4.89,575.38,26
30대,M,정기,1.06,149.8,8
40대,M,정기,8.97,1183.62,28
50대,M,정기,4.19,569.4,12
60대,M,정기,0.03,4.04,1
기타,M,정기,16.59,1681.32,31
40대,,단체,2.25,241.9,4
40대,F,단체,1.97,219.57,11
10대,M,단체,1.13,84.24,3
기타,,일일(비회원),3.56,395.37,4
10대,,일일(회원),0.36,36.02,3
20대,,일일(회원),7.77,944.36,23
30대,,일일(회원),2.78,306.76,6
40대,,일일(회원),1.6,203.42,2
