Department,District,Sname,Stid,Stid_temp
이수3팀,서초구,2535.신반포역 3번출구 뒤,2535,2535
천호1팀,강동구,1037. 강일리버파크 6단지,1037,1037
영남3팀,영등포구,4581. 국회소통관,4581,4581
중랑3팀,중랑구,4807. 라코지스테이 앞,4807,4807
이수3팀,서초구,2520.서초1교 (진흥아파트 방면),2520,2520
학여울1팀,강남구,2307. 압구정 한양 3차 아파트,2307,2307
세종로3팀,용산구,4622. 한강중학교 앞 버스정류장,4622,4622
천호2팀,송파구,4883. 위례포레샤인18단지 1812동,4883,4883
세종로3팀,용산구,4607. 국립중앙박물관 -용산가족공원 앞,4607,4607
세종로 4팀,용산구,4636. 용산구꿈나무종합타운 앞,4636,4636
개화2팀,강서구,1161. 강서면허시험장 앞,1161,1161
세종로 4팀,용산구,851.효창 푸르지오 앞,851,851.
이수2팀,관악구,3804. 낙성대공원,3804,3804
도봉1팀,노원구,4043. 상계주공13단지 1301동,4043,4043
천호1팀,강동구,3682. 길동 동호빌딩,3682,3682
세종로2팀,중구,4776. 신세계면세점,4776,4776
도봉2팀,노원구,4040. 공릉로 26길,4040,4040
상암3팀,은평구,964. 북한산힐스테이트 7차아파트,964,964.
학여울1팀,강남구,2380. 삼성동베이직하우스앞,2380,2380
중랑3팀,중랑구,1477.면목삼익아파트 앞,1477,1477
개화2팀,강서구,3799. 국립항공박물관,3799,3799
훈련원2팀,성북구,1366. 일신초등학교 옆,1366,1366
천왕2팀,구로구,2825.초롱타운 앞,2825,2825
세종로3팀,용산구,869.노들섬 동측 앞,869,869.
도봉3팀,도봉구,4064. 신창아파트 입구 앞,4064,4064
학여울1팀,강남구,2370. 한티역 3번출구,2370,2370
세종로 4팀,용산구,4604. 원효로다목적체육관 앞,4604,4604
상암2팀,서대문구,164. 북가좌1동 주민센터,164,164.
이수3팀,서초구,2280. 서울서초고용센터앞,2280,2280
학여울2팀,강남구,2376. 수서역 6번출구 앞,2376,2376
천왕2팀,구로구,1910. 낙원교회 맞은편,1910,1910
이수1팀,서초구,2270. 서초포레스타 7단지,2270,2270
학여울1팀,강남구,2388. 강남구 도시관리공단,2388,2388
천호2팀,송파구,1213. 백토공원 앞,1213,1213
이수3팀,서초구,2272. 교대입구 교차로,2272,2272
상암2팀,은평구,971. 역촌 센트레빌 아파트,971,971.
이수1팀,서초구,2241.양재전화국 사거리,2241,2241
훈련원1팀,중구,479.동대입구역 3번 출구,479,479.
개화4팀,양천구,4516. 신진빌라,4516,4516
이수2팀,동작구,2083.흑석롯데캐슬에듀포레(107동),2083,2083
천왕3팀,금천구,1819. 금천구청 앞 자전거거치대,1819,1819
중랑2팀,성동구,534. 금호사거리,534,534.
천호1팀,강동구,1034. 고덕동 래미안 힐스테이트,1034,1034
중랑2팀,성동구,3547.상왕십리역 6번 출입구,3547,3547
중랑2팀,성동구,522. 금호역 1번출구 앞,522,522.
도봉4팀,강북구,1571.북서울 꿈의 숲 입구,1571,1571
학여울1팀,강남구,2428.롯데리아 개포점앞,2428,2428
상암3팀,은평구,967. 서울혁신파크2,967,967.
천왕1팀,구로구,1967. 참새공원(백곡경노당),1967,1967
상암1팀,서대문구,3134.SK리쳄블(상수도사업본부),3134,3134
천호1팀,강동구,3654. 강동리버스트4단지아파트 405동 앞,3654,3654
상암1팀,마포구,120. 신수동 사거리,120,120.
이수3팀,서초구,2502. 서초역1번출구 앞,2502,2502
학여울1팀,강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),2318,2318
학여울1팀,강남구,2323. 주식회사 오뚜기 정문 앞,2323,2323
세종로3팀,용산구,822. 이촌1동 마을공원,822,822.
학여울1팀,강남구,2381. 언주역 6번출구앞,2381,2381
천호2팀,송파구,4882. 위례포레샤인18단지 1802동,4882,4882
도봉4팀,강북구,1522. 월드전기조명인테리어(우이동),1522,1522
학여울1팀,강남구,2353. 강남구청역 2번출구 뒤,2353,2353
중랑3팀,중랑구,1418. 새솔초등학교,1418,1418
천왕3팀,금천구,3968. 독산동 현대홈타운 금천과선교 앞,3968,3968
천호1팀,강동구,1069.강동경희대학교병원 입구,1069,1069
천호2팀,송파구,1258. 가락미륭아파트 앞,1258,1258
천호1팀,강동구,3688. 상일동산(동아아파트앞 교차로),3688,3688
상암1팀,서대문구,139. 연세대 정문 건너편,139,139.
천호2팀,송파구,4485. 잠실나루역 고가하부,4485,4485
이수3팀,서초구,2298. 래미안서초스위트앞,2298,2298
천호2팀,송파구,4454. 위례 포레샤인 1809동 부근,4454,4454
천왕1팀,구로구,2818.천왕이펜하우스3단지 앞,2818,2818
도봉2팀,노원구,2907. 월계중학교,2907,2907
중랑3팀,중랑구,1421. 신내역 4번출구,1421,1421
상암1팀,마포구,489.구룡근린공원,489,489.
상암1팀,마포구,3006. 상암월드컵파크5단지(상암중학교),3006,3006
훈련원4팀,동대문구,621. 동대문중학교 옆,621,621.
세종로2팀,중구,469.회현역 1번출구,469,469.
학여울2팀,송파구,2650.위례22단지 2208동 다리앞,2650,2650
도봉2팀,노원구,1679. 삼육대 도서관,1679,1679
천왕3팀,금천구,1863.위너스 스포츠클럽 골프연습장옆,1863,1863
학여울1팀,강남구,3636. 삼성중앙역·플래티넘아파트 정류소,3636,3636
세종로2팀,중구,466.롯데호텔,466,466.
영남2팀,관악구,2143. 서울산업정보학교,2143,2143
영남3팀,영등포구,4579. 국회의사당 본관,4579,4579
도봉2팀,노원구,4045. 은하수 공원,4045,4045
상암3팀,은평구,941. 은평뉴타운 도서관,941,941.
천왕1팀,구로구,1992. 구로구배드민턴실내체육관 앞,1992,1992
도봉4팀,강북구,1504. 다이소 삼양시장점,1504,1504
세종로 4팀,용산구,827. 국군복지단,827,827.
상암1팀,마포구,4248. 신촌 교보빌딩,4248,4248
천왕3팀,금천구,1826. 한신코아 앞,1826,1826
천호2팀,송파구,1279. 마천금호어울림 1차아파트 건너편,1279,1279
천왕3팀,금천구,1853. 서울디자인직업전문학교 앞,1853,1853
이수2팀,동작구,2088.상도중앙하이츠빌 입구,2088,2088
학여울1팀,강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),2358,2358
세종로1팀,종로구,4718. 광화문역 6번출구 옆 A,4718,4718
천호1팀,강동구,1058. 고덕숲 아이파크 1,1058,1058
도봉3팀,도봉구,1717. 시립창동운동장 입구,1717,1717
중랑2팀,성동구,533. 금남시장 교차로,533,533.
도봉3팀,도봉구,1761.방학중학교 앞,1761,1761
도봉4팀,강북구,1539. 4.19민주묘지역,1539,1539
천왕1팀,구로구,1968. 동인오피스텔 건너편 소공원,1968,1968
세종로3팀,용산구,808. 서빙고동 금호맨션 앞,808,808.
도봉4팀,강북구,1542. 삼양사거리역,1542,1542
중랑3팀,중랑구,1436. 동원베네스트 건물 앞,1436,1436
천왕1팀,양천구,767.신정숲속마을아파트,767,767.
학여울1팀,강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,2336,2336
도봉4팀,강북구,1546. 송천동우체국,1546,1546
개화2팀,강서구,5072. 김포공항입구 교통섬,5072,5072
상암1팀,강북구,4269. 연희IC 남측,4269,4269
도봉4팀,강북구,1547. 꿈의숲 롯데캐슬,1547,1547
이수3팀,서초구,2527.반포중학교 앞(세화여고 맞은편),2527,2527
상암1팀,마포구,491.월드컵파크 4단지,491,491.
이수3팀,서초구,2521.서초 크로바타워 앞,2521,2521
세종로1팀,중구,4753. 우리은행 서소문금융센터,4753,4753
이수1팀,서초구,4320. 신영체르니 아파트,4320,4320
훈련원1팀,종로구,397. 종묘공영주차장 건너편,397,397.
세종로3팀,용산구,857. 현대 안성타워,857,857.
훈련원2팀,성북구,1391.성북청소년센터,1391,1391
이수3팀,서초구,2526.반포경남쇼핑 앞,2526,2526
중랑3팀,중랑구,1479.면목 홈플러스 2,1479,1479
세종로1팀,종로구,4715. 돈의문 박물관 마을,4715,4715
훈련원3팀,동대문구,4116. 이문e편한세상아파트 앞,4116,4116
중랑2팀,성동구,3557.서울숲리버뷰자이APT105동 앞,3557,3557
세종로3팀,용산구,4610. 한남나인원 105동 앞,4610,4610
천호2팀,송파구,2616. 거여동 사거리,2616,2616
도봉2팀,노원구,5305. 대륜E&S 서울지사 앞,5305,5305
상암2팀,은평구,4678. 백련산로 녹번센트레빌,4678,4678
천호2팀,송파구,1289. 풍납토성 서성벽터B,1289,1289
이수2팀,관악구,2159. 인헌초교,2159,2159
훈련원1팀,종로구,364. 창신역 1번출구 앞,364,364.
중랑1팀,광진구,575. 대원중고교 입구(대하빌딩),575,575.
중랑2팀,성동구,524. 래미안금호하이리버 아파트 102동 옆,524,524.
학여울2팀,강남구,3640. 일원1동주민센터앞 사거리,3640,3640
세종로3팀,용산구,863.이촌역2번 출구,863,863.
천호1팀,강동구,1064.중앙보훈병원역 1번출구,1064,1064
도봉2팀,노원구,4017. 월계 청백1단지 아파트 정류장,4017,4017
개화2팀,양천구,4519. 양원보도육교,4519,4519
상암3팀,은평구,902. 진관동 은빛초등학교,902,902.
세종로 4팀,중구,4766. 서소문성지역사박물관,4766,4766
중랑3팀,중랑구,1466.두산대림아파트 삼거리,1466,1466
도봉4팀,강북구,1525. 미아동 복합청사,1525,1525
학여울2팀,강남구,2337. 대모산입구역 2번출구 앞,2337,2337
천왕3팀,금천구,3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편,3958,3958
상암3팀,은평구,993.은평뉴타운 은뜨락아파트앞,993,993.
도봉1팀,노원구,1652. 파르코 앞,1652,1652
천왕3팀,금천구,1843. 독산고등학교,1843,1843
학여울1팀,강남구,2331. 동영문화센터앞,2331,2331
이수2팀,동작구,2048. 삼일초등학교 인근,2048,2048
상암2팀,서대문구,163. 명지전문대학교 정문 앞,163,163.
천왕1팀,구로구,2822.제니스스포츠 앞,2822,2822
상암1팀,서대문구,137. 신촌기차역입구 교차로,137,137.
세종로2팀,중구,4785. 롯데시티호텔,4785,4785
이수2팀,서초구,2281. 연세사랑병원신관앞,2281,2281
훈련원1팀,중구,480.약수역 6번 출구,480,480.
도봉4팀,강북구,1511. 번동 금호어울림아파트102동앞,1511,1511
천왕2팀,금천구,1849. 대륭포스트타워5차,1849,1849
천왕1팀,구로구,2812.항동프라자,2812,2812
중랑2팀,성동구,526. 용답토속공원 앞,526,526.
천호1팀,강동구,3674. 강동리버스트7단지,3674,3674
개화1팀,강서구,1105. 방화근린공원,1105,1105
학여울2팀,송파구,1239. 문정 법조단지3,1239,1239
이수1팀,서초구,2539.대한무역투자진흥공사 KOTRA 앞,2539,2539
개화3팀,강서구,5080. 가양역 1번출구,5080,5080
천호2팀,송파구,2614. 가락고등학교 앞,2614,2614
도봉3팀,도봉구,1774.반석교회(쌍문동),1774,1774
상암3팀,은평구,942. 상림마을 생태공원,942,942.
훈련원2팀,성북구,1357. 북한산보국문역,1357,1357
개화2팀,양천구,741. 화곡로 입구 교차로,741,741.
천호1팀,강동구,1079.강일동입구교차로,1079,1079
세종로 4팀,중구,4781. 브라운스위트레지던스,4781,4781
이수3팀,서초구,2514.사평역 2번출구,2514,2514
학여울2팀,송파구,4475. 송파파인타운 4단지 403동,4475,4475
훈련원1팀,중구,477.앰배서더 호텔 주변,477,477.
중랑2팀,성동구,535. 응봉삼거리,535,535.
천왕1팀,구로구,1943. 온수역 북측,1943,1943
상암2팀,은평구,4658. 녹번역1번출구앞,4658,4658
이수1팀,서초구,2549.LH 서초 4단지 403동,2549,2549
상암1팀,서대문구,196. 연희교차로 인근,196,196.
훈련원2팀,성북구,1347. 길음래미안아파트817동 상가 앞,1347,1347
훈련원2팀,성북구,1386.동선고가차도 초입,1386,1386
훈련원4팀,동대문구,664. 서울시립대 건설공학관,664,664.
중랑2팀,성동구,594. 중랑물재생센터(서울새활용플라자),594,594.
천왕2팀,구로구,2826.가마산지하보도 옆,2826,2826
이수2팀,관악구,2129. 낙성대 과학전시관,2129,2129
훈련원1팀,종로구,3419.국립어린이과학관,3419,3419
훈련원1팀,중구,434. 신당 래미안 버스정류장,434,434.
상암1팀,마포구,424. 롯데하이마트 (상암월드컵점),424,424.
개화2팀,강서구,3765. 문소빌딩,3765,3765
이수1팀,서초구,2246. 서울시 품질시험소 앞,2246,2246
상암2팀,서대문구,169. 북가좌 삼거리,169,169.
세종로3팀,용산구,811. 녹사평역1번출구,811,811.
천호2팀,송파구,2643.풍납중학교 측면,2643,2643
도봉1팀,노원구,1678. 성서대학교 밀알관,1678,1678
학여울1팀,강남구,3638. 신청담나들목,3638,3638
이수3팀,서초구,4316. 고속터미널역 3번출구,4316,4316
상암3팀,은평구,947. 연신내 선일하이츠빌 정류소,947,947.
학여울2팀,강남구,3612. 은곡마을,3612,3612
이수3팀,강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),2410,2410
세종로2팀,중구,322. 명동성당 앞,322,322.
이수1팀,강남구,3609. 언주초등학교 입구,3609,3609
학여울1팀,강남구,2310. 청담동 맥도날드 옆(위치),2310,2310
도봉4팀,강북구,1509. 서울북부수도사업소,1509,1509
천왕1팀,구로구,1973. 오리로와 서해안도로 교차로 앞,1973,1973
훈련원1팀,종로구,388. 동성중학교 앞,388,388.
훈련원3팀,동대문구,671.대광빌딩,671,671.
영남3팀,영등포구,4573. 두산위브아파트,4573,4573
학여울2팀,강남구,3641. 대청역,3641,3641
학여울1팀,강남구,2416.한티역 6번 출구,2416,2416
도봉3팀,도봉구,1759.서울북부지방법원 앞,1759,1759
천호1팀,강동구,1065.보훈병원 후문옆(더 원커피),1065,1065
도봉2팀,노원구,2914.서울과학기술대학교(미래관),2914,2914
개화3팀,양천구,776.목마공원,776,776.
천호2팀,송파구,4474. 가락현대 1차 11동 앞,4474,4474
도봉4팀,강북구,1551.4.19탑 앞,1551,1551
영남2팀,관악구,2137. KT&G 관악지점,2137,2137
이수3팀,서초구,2518.서초3교(효령로70길 방면),2518,2518
학여울2팀,송파구,2645.잠실나들목2(엘스아파트136동),2645,2645
천왕1팀,구로구,2815.항동지구 7단지 정문,2815,2815
영남2팀,동작구,4152. 상도효성해링턴플레이스,4152,4152
학여울1팀,강남구,3604. 삼성중앙역 5번출구,3604,3604
천호1팀,강동구,3653. 강동리버스트4단지아파트 404동 앞,3653,3653
중랑3팀,중랑구,4829. 신내동 한살림 중랑지구 북축,4829,4829
학여울2팀,송파구,1287. 위례아이파크 101동 맞은편,1287,1287
도봉4팀,강북구,1537. 북한산 우이역,1537,1537
개화3팀,강서구,1183. KC 대학교,1183,1183
학여울1팀,강남구,2312. 청담역 13번 출구 앞,2312,2312
이수3팀,서초구,2233. 서초신동아1차아파트 옆,2233,2233
천호2팀,송파구,4862. 성내교 남단,4862,4862
상암2팀,은평구,975.백련산 힐스테이트상가앞,975,975.
도봉2팀,노원구,1660. 서울시립과학관,1660,1660
학여울1팀,강남구,2364. 도산공원교차로,2364,2364
학여울1팀,강남구,2360. 도곡1동 주민센터 교차로,2360,2360
중랑3팀,중랑구,1441. 신내능말공원,1441,1441
훈련원4팀,동대문구,638. 서울시립대 정보기술관,638,638.
세종로 4팀,용산구,866.브라운스톤 남산아파트,866,866.
훈련원2팀,성북구,1367. 길음문화복합미디어센터,1367,1367
영남3팀,영등포구,4599. 대림우성아파트 사거리,4599,4599
상암2팀,서대문구,3107. 연희초등학교 앞,3107,3107
상암1팀,마포구,425. DMC첨단산업센터,425,425.
천호1팀,강동구,3655. 둔촌신성미소지움아파트,3655,3655
영남2팀,관악구,2178. 서울대학교 정문,2178,2178
천왕1팀,구로구,3903. 현대아파트 앞,3903,3903
천왕1팀,구로구,3917. 성공회대학교,3917,3917
천호1팀,강동구,3692. 둔촌오륜역 1번 출구,3692,3692
훈련원1팀,종로구,343. 예일빌딩(율곡로) 앞,343,343.
이수1팀,서초구,2205. 내곡3단지 어린이공원 앞,2205,2205
도봉3팀,도봉구,1768.신동아타워 버스정류소,1768,1768
학여울2팀,강남구,3643. 더시그넘하우스 앞,3643,3643
학여울1팀,강남구,2319. 포스코사거리 서측(수협 삼성동 지점),2319,2319
학여울1팀,강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),2389,2389
중랑1팀,광진구,3537. 아차산 휴먼시아 아파트 옆,3537,3537
천호1팀,강동구,1032. 선사고등학교,1032,1032
중랑1팀,광진구,3543. 세종대학교(학술정보원),3543,3543
세종로 4팀,중구,441.염천교사거리,441,441.
상암3팀,은평구,4683. 은평 성모병원 사거리,4683,4683
중랑1팀,광진구,3588.세종대학교(영실관),3588,3588
도봉2팀,노원구,4033. 녹천역 4번 출구 옆,4033,4033
학여울2팀,송파구,4874. 탄천1교 하부보도,4874,4874
도봉1팀,노원구,4035. 수락 행복발전소 앞,4035,4035
학여울1팀,강남구,2356. 강남구청,2356,2356
세종로3팀,용산구,840. 용산 파크타워 앞,840,840.
개화2팀,강서구,3770. 남부순환로 205,3770,3770
천호1팀,강동구,1031. 올림픽로 836(아리수로),1031,1031
학여울2팀,송파구,1241. 문정 법조단지5,1241,1241
학여울1팀,강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),2396,2396
중랑3팀,중랑구,4821. 동원초등학교 정문 앞,4821,4821
도봉3팀,도봉구,1732. 우리은행 앞,1732,1732
이수2팀,동작구,2069. 숭실대 입구역3번 출구 앞,2069,2069
천왕1팀,양천구,760. 잣절보도육교 아래,760,760.
상암1팀,마포구,4207. 아만티호텔 앞,4207,4207
천왕3팀,금천구,1825. 한신아파트 앞 육교 아래,1825,1825
도봉2팀,노원구,1693. 원자력 병원,1693,1693
훈련원2팀,성북구,1325. 상월곡역 4번출구,1325,1325
천왕1팀,구로구,3906. 천왕차량사업소 입구,3906,3906
영남2팀,관악구,2190.도원맨션,2190,2190
천호1팀,강동구,3675. 강동리버스트8단지,3675,3675
세종로 4팀,용산구,4627. 효창공원앞역 5번출구 옆,4627,4627
이수1팀,서초구,2550.양재동 꽃시장 건너편,2550,2550
훈련원4팀,동대문구,606. 휘경공고앞,606,606.
이수1팀,서초구,2501. 서초 포레스타5단지,2501,2501
세종로2팀,중구,468.웨스틴 조선호텔,468,468.
천왕2팀,구로구,1976. 남구로역 5번 출입구 앞,1976,1976
상암2팀,서대문구,167. 연가초등학교 옆,167,167.
중랑1팀,광진구,572. 국립정신 건강센터 앞,572,572.
천왕3팀,금천구,1845. 롯데캐슬골드파크1차 서문,1845,1845
상암3팀,은평구,995.은평다목적체육관,995,995.
개화2팀,강서구,3797. 마곡수명산파크7단지 710동 앞,3797,3797
상암1팀,마포구,4251. 공덕역 경의선숲길 커뮤니티센터,4251,4251
도봉3팀,도봉구,4058. 다락원체육공원 전망대 입구,4058,4058
천호1팀,강동구,3673. 강동리버스트6단지,3673,3673
영남2팀,관악구,3807. 관악우체국 교차로,3807,3807
학여울1팀,강남구,2339. 현대아파트 정문 앞,2339,2339
이수2팀,동작구,2062. 사당새마을금고,2062,2062
세종로 4팀,용산구,4621. 남산도서관 앞,4621,4621
상암3팀,은평구,925. 불광역 2번출구,925,925.
도봉4팀,강북구,1516. 우이초등학교 후문 옆,1516,1516
도봉2팀,노원구,1646. 삼육대 입구,1646,1646
천왕3팀,금천구,3980. 금천현대홈타운 후문 서부샛길,3980,3980
훈련원1팀,중구,371. 동대입구역 6번출구 뒤,371,371.
개화1팀,강서구,2716.롯데 R&D 센터,2716,2716
이수2팀,동작구,2024. 상도역 1번출구,2024,2024
영남3팀,영등포구,4591. 신길자이아파트,4591,4591
세종로3팀,용산구,848. 삼각지12번 출구,848,848.
영남3팀,영등포구,4578.보라매sk뷰,4578,4578
천호2팀,송파구,4493. 마천사거리 2,4493,4493
천호1팀,강동구,3676. 강동리엔파크9단지,3676,3676
상암2팀,은평구,4665. 응암역3번 출구(서부경찰서 방면),4665,4665
학여울1팀,강남구,2385. 학동역,2385,2385
학여울2팀,강남구,2422.수서동 성당 맞은편,2422,2422
상암2팀,은평구,965. 서울특별시 은평병원,965,965.
도봉3팀,도봉구,1723. 방학동학마을도서관,1723,1723
이수3팀,서초구,2297. 남부터미널역 1번출구,2297,2297
학여울2팀,강남구,2426.강남한신휴플러스 6단지,2426,2426
학여울2팀,강남구,3644. 상록수아파트,3644,3644
영남2팀,관악구,2127. 난곡종점,2127,2127
영남3팀,영등포구,4555. 대림우성2차아파트,4555,4555
천왕3팀,금천구,1809. LG전자 별관동(호서대 벤처타워 맞은편),1809,1809
천왕1팀,구로구,3912. 삼호아파트 앞,3912,3912
상암3팀,은평구,953. 서울연신초등학교,953,953.
세종로3팀,용산구,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",4605,4605
상암1팀,서대문구,160. 북아현동 가구거리,160,160.
상암1팀,서대문구,141. 연대 대운동장 옆,141,141.
도봉3팀,도봉구,1736. 버스정류장 앞,1736,1736
학여울1팀,강남구,3629. 청담사거리(신한오피스텔빌딩 앞),3629,3629
이수1팀,서초구,2293. SPC 앞,2293,2293
도봉3팀,도봉구,1727. 서울도봉초등학교인근,1727,1727
영남2팀,동작구,2065. 서울시여성가족재단,2065,2065
훈련원1팀,종로구,337. 창경궁 입구,337,337.
중랑3팀,중랑구,4836. 양원역 1번 출구,4836,4836
이수3팀,서초구,2212.서초현대4차아파트 201동 맞은편,2212,2212
학여울2팀,송파구,1285. 위례별 유치원 뒤,1285,1285
도봉3팀,도봉구,1758.북서울교회 버스정류소 앞,1758,1758
도봉3팀,도봉구,1702. 녹천역 1번출구 앞,1702,1702
개화4팀,양천구,757. 신정이펜하우스 1단지아파트 입구 사거리,757,757.
영남2팀,동작구,2008. 노량진근린공원 대방공원,2008,2008
천왕3팀,금천구,3969. 독산역 롯데캐슬 104동 앞,3969,3969
상암2팀,서대문구,3127.홍은2파출소 옆,3127,3127
학여울2팀,강남구,2344. 리엔파크 2단지 앞,2344,2344
도봉2팀,노원구,2903.월계초안아파트 1단지,2903,2903
이수2팀,서초구,2229.로고스교회 맞은 편,2229,2229
이수3팀,서초구,2547.포드서초서비스센터앞,2547,2547
학여울1팀,강남구,4905. 강남경찰서,4905,4905
천호2팀,송파구,1275. 거여초등학교 옆,1275,1275
훈련원3팀,동대문구,636. 세종대왕기념관 교차로,636,636.
세종로2팀,중구,470.회현역 7번출구,470,470.
훈련원3팀,동대문구,667.청량차도 육교 밑,667,667.
개화1팀,강서구,3776. 김포공항교차로,3776,3776
영남2팀,관악구,2172. 나들목공원,2172,2172
상암1팀,마포구,4246. 상수역새마을금고,4246,4246
이수1팀,서초구,2243.서울가정법원,2243,2243
천호1팀,강동구,3686. 고덕 래미안 힐스테이트(101동),3686,3686
개화4팀,양천구,745. 강서초등학교,745,745.
이수3팀,서초구,2268. 서초4동주민센터,2268,2268
도봉4팀,강북구,1543. 수유1동 주민센터,1543,1543
세종로2팀,중구,4774. 을지로입구역 8번출구,4774,4774
훈련원1팀,중구,382. 약수역 10번출구 앞,382,382.
이수3팀,서초구,4307. 고투몰 gate 15옆,4307,4307
이수2팀,동작구,4173. 중대후문 마을버스정류장,4173,4173
천호1팀,강동구,1083.광문고교사거리(아이파크),1083,1083
영남3팀,영등포구,271. 샛강생태공원방문자센터 앞,271,271.
개화3팀,강서구,1137. 등촌2동주민센터,1137,1137
상암2팀,은평구,909. 백련산 힐스테이트 3차,909,909.
중랑1팀,광진구,3880. 홍련봉 공원,3880,3880
상암3팀,은평구,922. 연신내역 4번출구,922,922.
이수2팀,관악구,3813. 낙성대역 5번출구,3813,3813
이수3팀,서초구,4313. 반포종합운동장,4313,4313
도봉1팀,노원구,1664. 노해근린공원내,1664,1664
개화1팀,강서구,1198. LG 사이언스파크,1198,1198
영남1팀,영등포구,233. 양평1동 YP센터 앞,233,233.
도봉3팀,도봉구,1713. 쌍문동 이안아파트 앞,1713,1713
학여울1팀,강남구,2373. 개포동역 사거리,2373,2373
천왕2팀,구로구,1916. 구로중학교앞,1916,1916
도봉4팀,강북구,3711. 월계2교 교차로,3711,3711
영남3팀,영등포구,3211.신길 래미안 프레비뉴,3211,3211
학여울1팀,강남구,2394. 개포래미안포레스트아파트 107동 앞,2394,2394
학여울2팀,송파구,2625.가락종합 사회복지관,2625,2625
개화3팀,강서구,3761. 나이아가라관광호텔,3761,3761
학여울1팀,강남구,"2419.봉은사역 1,2번 출구",2419,2419
학여울1팀,강남구,2314. 청담나들목입구,2314,2314
천호1팀,강동구,1056. 강일리버파크 7~11단지,1056,1056
훈련원2팀,성북구,1344. 아리랑시네센터 앞,1344,1344
천호2팀,송파구,4472. 송파파크데일 1단지 115동 건너편,4472,4472
세종로1팀,종로구,446. 상명대입구,446,446.
학여울1팀,강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,2328,2328
상암2팀,서대문구,192. 연서어린이공원,192,192.
세종로2팀,중구,4775. 을지로지하쇼핑센터,4775,4775
훈련원4팀,동대문구,652. 답십리 래미안엘파인아파트 입구,652,652.
천왕3팀,금천구,1859. 대륭테크노타운 18차,1859,1859
천왕3팀,금천구,1831. 메이퀸웨딩컨벤션 앞,1831,1831
학여울1팀,강남구,2430.강남파이낸스센터앞(역삼역2번출구),2430,2430
도봉4팀,강북구,1515. 송천동 주민센터,1515,1515
도봉4팀,강북구,1518. SK telecom(수유직영점) 앞,1518,1518
중랑1팀,광진구,3508. 화양사거리,3508,3508
상암3팀,은평구,927. 연신내역 3번출구 인근,927,927.
상암2팀,서대문구,3130.가재울사거리,3130,3130
중랑1팀,광진구,591. 건국대학교 (행정관),591,591.
학여울2팀,송파구,4863. 잠실나들목5,4863,4863
중랑3팀,중랑구,4838.동원사거리 행복오피스텔 앞,4838,4838
훈련원1팀,중구,347. 동대문역사문화공원역 9번출구 앞,347,347.
천호1팀,강동구,1057. 능골근린공원,1057,1057
상암1팀,마포구,142. 아현역 4번출구 앞,142,142.
중랑1팀,광진구,3863. 동일로58길 입구,3863,3863
천호1팀,강동구,3690. 강일역 4번출구,3690,3690
세종로2팀,중구,471.회현사거리 남측,471,471.
중랑2팀,성동구,506. 금호 어울림 아파트 앞,506,506.
도봉3팀,도봉구,4084. 도봉동실내스포츠센터,4084,4084
이수1팀,서초구,2263. 바우뫼문화복지회관,2263,2263
상암3팀,은평구,4676. 갈현1동 주민센터,4676,4676
상암2팀,서대문구,3132.홍제교,3132,3132
상암2팀,서대문구,4253. 홍은도담도서관,4253,4253
영남2팀,관악구,2139. 서울신성초등학교,2139,2139
상암2팀,서대문구,3129.DMC래미안e편한세상203동옆,3129,3129
천호1팀,강동구,1041. 묘곡초등학교,1041,1041
도봉3팀,도봉구,1751. 창원초등학교 교차로,1751,1751
학여울2팀,강남구,2341. 일원역 4~5번 출구 사이,2341,2341
상암1팀,마포구,413. 상암월드컵파크 3단지 후문,413,413.
이수1팀,서초구,2250. 서초유치원 맞은편,2250,2250
학여울2팀,송파구,4887. 호돌이상가,4887,4887
이수3팀,서초구,2237.서울남부터미널 대합실 입구,2237,2237
천호2팀,송파구,2617. 가락삼환아파트 앞,2617,2617
도봉3팀,도봉구,1725. 창1동주민센터,1725,1725
개화4팀,양천구,790.화곡고가 사거리,790,790.
천왕3팀,금천구,3985. 디폴리스 지식산업센터,3985,3985
세종로 4팀,용산구,845. 용산 선인상가,845,845.
천호2팀,송파구,4871. 오금동 대림아파트 정문,4871,4871
이수3팀,서초구,2542.신논현타워 앞,2542,2542
중랑3팀,중랑구,1472.영성빌딩(PAT),1472,1472
세종로1팀,종로구,349. 사직동주민센터,349,349.
중랑2팀,성동구,3558.마장동 금호어울림APT앞,3558,3558
중랑3팀,중랑구,1480. 용마지구대 옆,1480,1480
천호2팀,송파구,1299. 송파소방서 (방이119안전센터),1299,1299
개화1팀,강서구,3801. 이랜드글로벌R&D센터,3801,3801
훈련원2팀,성북구,1302. 한성대입구역6번출구 뒤,1302,1302
천호1팀,강동구,3665. 고덕센트럴 아이파크상가 앞,3665,3665
