Department,District,Sname,Stid,Stid_temp
천호1팀,강동구,1063.강동롯데캐슬퍼스트 아파트(관리동),1063,1063
영남1팀,영등포구,3207.양남사거리1,3207,3207
훈련원3팀,동대문구,607. 신이문역 2번출구,607,607.
도봉2팀,노원구,4009. 월계프라자,4009,4009
세종로3팀,용산구,4615. 크라운호텔앞 버스정류소,4615,4615
훈련원1팀,종로구,3412.세운상가,3412,3412
영남2팀,관악구,2196. 봉천역 3번출구,2196,2196
중랑1팀,광진구,3853. 어린이대공원역 2번출구,3853,3853
도봉4팀,강북구,1574.송중초등학교 옆,1574,1574
천왕3팀,금천구,1854. 가산아네스트 오피스텔 앞,1854,1854
중랑1팀,광진구,555. 구의3동주민센터,555,555.
천왕3팀,금천구,1870.독산3동주민센터 앞,1870,1870
중랑1팀,광진구,3510. 중곡SK아파트앞,3510,3510
훈련원1팀,중구,4800. 필동 삼거리,4800,4800
이수1팀,서초구,2242.양재역 11번 출구 앞,2242,2242
세종로3팀,용산구,843. 녹사평역 광장,843,843.
천호2팀,송파구,1280. 송파파크데일 2단지입구 앞 주차장,1280,1280
도봉1팀,노원구,1672. 상계동수락리버시티,1672,1672
천호1팀,강동구,1018. 둔촌 주공 GS 맞은편,1018,1018
세종로 4팀,용산구,4616. 신용산지하차도 앞,4616,4616
학여울1팀,강남구,4902. 구역삼세무서 교차로,4902,4902
이수3팀,강남구,2421. 신논현역 4번출구,2421,2421
훈련원3팀,동대문구,677.청량리역 4번 5번출구 사이,677,677.
세종로2팀,중구,332. 을지로2가 사거리 남측,332,332.
도봉4팀,강북구,1554.번동사거리,1554,1554
천호1팀,강동구,3691. 둔촌역 2번출구,3691,3691
세종로3팀,용산구,4634. 이태원역 3번 출구,4634,4634
학여울2팀,강남구,2321. 학여울역 사거리,2321,2321
중랑3팀,중랑구,1457. 동원사거리,1457,1457
학여울1팀,강남구,2320. 도곡역 대치지구대 방향,2320,2320
훈련원2팀,성북구,1348. 성북제일새마을금고 본점 앞,1348,1348
훈련원2팀,성북구,1373. 성북구보건소 건너편,1373,1373
천호2팀,송파구,4458. 가락2동주민센터 인근,4458,4458
천왕3팀,금천구,1822. 서울 시흥동우체국 앞,1822,1822
훈련원3팀,동대문구,600. 휘경2동 주민센터,600,600.
훈련원1팀,종로구,452. 동대문 종합시장 버스정류장,452,452.
훈련원3팀,동대문구,4103. 휘경sk뷰아파트 앞,4103,4103
영남3팀,영등포구,282. 신한은행 대림동지점,282,282.
천호2팀,송파구,4462. 가락중학교 앞,4462,4462
이수3팀,서초구,2239.교대역 6번출구,2239,2239
상암2팀,서대문구,3122.북가좌삼거리2,3122,3122
이수3팀,서초구,2227.방배열린문화센터 앞,2227,2227
이수2팀,동작구,2026. 흑석역 4번출구,2026,2026
천왕3팀,금천구,1835. STX V타워,1835,1835
상암3팀,은평구,976.진관고등학교앞,976,976.
천왕1팀,구로구,1999. 수궁동 성당 주변,1999,1999
중랑2팀,성동구,3553.마장역3번출구,3553,3553
훈련원2팀,성북구,4414. 안암역 3번 출구,4414,4414
천호2팀,송파구,2655.송이공원,2655,2655
이수3팀,서초구,4306. 서래공원 앞,4306,4306
학여울1팀,강남구,2330. 역삼월드메르디앙아파트 앞,2330,2330
천호1팀,강동구,1042. 강일리버파크 2~5단지,1042,1042
영남3팀,영등포구,4589. KRX한국거래소(1),4589,4589
상암1팀,서대문구,3115.북아현 치안센터 인근,3115,3115
이수3팀,강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),2409,2409
개화4팀,양천구,4534. 월정초교 앞 사거리,4534,4534
중랑2팀,성동구,4360. 르노삼성자동차 성수사업소 앞,4360,4360
훈련원2팀,성북구,1340. 광운초등학교 앞,1340,1340
천호1팀,강동구,1067.한영중고앞사거리,1067,1067
상암2팀,서대문구,3110.홍은 현대아이파크 아파트 202동 앞,3110,3110
중랑3팀,중랑구,1425. 용마문화복지센터,1425,1425
상암3팀,은평구,946. 독바위역,946,946.
학여울2팀,송파구,4480. 가락시장 남1문 사거리,4480,4480
세종로1팀,종로구,351. 청운초교 앞 삼거리,351,351.
영남3팀,영등포구,4563. 여의도 은하아파트,4563,4563
이수2팀,관악구,2186. 낙성대입구삼거리,2186,2186
천호1팀,강동구,1025. 상일초등학교,1025,1025
이수3팀,서초구,2299. 한전아트센터 앞,2299,2299
학여울1팀,강남구,2313. 금원빌딩 앞,2313,2313
천호2팀,송파구,1291. 서울체육고등학교 앞,1291,1291
천호1팀,강동구,1070.(시립)고덕평생학습관,1070,1070
도봉3팀,도봉구,4073.방아골종합사회복지관,4073,4073
영남2팀,관악구,2144. 난우길입구,2144,2144
도봉4팀,강북구,1532. 번3동 주민센터 교차로,1532,1532
상암1팀,마포구,118. 광흥창역 2번출구 앞,118,118.
천왕1팀,구로구,3908. 오류동 다숲오피스텔 앞,3908,3908
영남3팀,영등포구,260. 여의도 마리나선착장 앞,260,260.
도봉4팀,강북구,3718. 번동 SK LPG 충전소,3718,3718
학여울1팀,강남구,4901.KT&G타워 옆(상상마당 대치아트홀),4901,4901
천왕3팀,금천구,3977. 말미사거리,3977,3977
상암1팀,마포구,406. 상암월드컵파크 7단지 앞,406,406.
학여울2팀,강남구,3618. 서울율현초교 삼거리,3618,3618
학여울2팀,강남구,3642. LH강남힐스테이트아파트,3642,3642
세종로2팀,중구,331. 을지로2가 사거리 북측,331,331.
세종로1팀,종로구,309. 광화문역 6번출구 옆 B,309,309.
천왕2팀,구로구,1998. 고척교 교차로,1998,1998
도봉4팀,강북구,1568.4.19민주묘지 입구사거리,1568,1568
도봉3팀,도봉구,1706. 기업은행 앞,1706,1706
훈련원2팀,성북구,1358. 정릉도서관 앞,1358,1358
천호1팀,강동구,3694. 강동리엔파크 11단지,3694,3694
상암1팀,서대문구,140. 이화여대 후문,140,140.
개화1팀,강서구,1159. 서서울모터리움 앞,1159,1159
영남3팀,영등포구,5855. 하이투자증권 앞,5855,5855
이수1팀,서초구,2537.양재역 8번출구 앞,2537,2537
이수2팀,동작구,2027. 중앙대학교 정문 1,2027,2027
이수3팀,서초구,2213. 고속터미널역 5번출구 앞,2213,2213
학여울2팀,송파구,2631.배명고등학교,2631,2631
훈련원3팀,동대문구,666.이문대성유니드아파트 앞,666,666.
중랑3팀,중랑구,1420. 신내어울공원 앞,1420,1420
세종로1팀,종로구,3425.광화문 풍림스페이스본 1단지앞,3425,3425
세종로 4팀,용산구,4618. 풍전아파트 건너편,4618,4618
상암1팀,서대문구,3104. e편한세상 신촌4단지 앞,3104,3104
세종로 4팀,용산구,852.청암자이APT(103동),852,852.
학여울2팀,강남구,3623. 일원에코파크 앞(개포로 방면),3623,3623
학여울1팀,강남구,4906. 섬유센터 앞,4906,4906
천왕1팀,구로구,1993. 금강수목원아파트 앞,1993,1993
천왕2팀,금천구,1812. 갑을그레이트밸리 앞,1812,1812
도봉2팀,노원구,1641. 한내근린공원 남측,1641,1641
천호2팀,송파구,4889. 마천역 1번 출구 인근②,4889,4889
영남3팀,영등포구,285. 대림3동사거리(하나은행),285,285.
상암2팀,은평구,979.원풍빌라앞,979,979.
이수1팀,서초구,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),4303,4303
도봉4팀,강북구,1536. 번동 두산위브 101동 옆,1536,1536
천왕1팀,구로구,2819.하늘숲초등학교 앞,2819,2819
상암3팀,은평구,923. 국민은행 연서지점,923,923.
천왕1팀,구로구,3918. 이좋은집오피스텔 앞,3918,3918
개화3팀,강서구,5067. 주원 리젠트 앞,5067,5067
개화4팀,양천구,712. 강월초교입구 사거리,712,712.
상암1팀,마포구,436. 이대역 5번출구,436,436.
중랑3팀,중랑구,4808. 신내2동 주민센터 앞,4808,4808
천왕3팀,금천구,3983. 금천구청역 1번 출구,3983,3983
훈련원4팀,동대문구,630. 동대문구 보건소,630,630.
상암1팀,마포구,4206. 광흥창역5번출구,4206,4206
이수2팀,관악구,2128. 관악구청교차로,2128,2128
훈련원4팀,동대문구,4107. 장안동근린공원 입구,4107,4107
상암1팀,서대문구,135. 명물길 원형무대 앞,135,135.
훈련원1팀,종로구,3411.종묘,3411,3411
천왕1팀,구로구,1936. 개봉역 1번 출구 자전거보관서쪽,1936,1936
세종로 4팀,용산구,4603. 한강GS에클라트 건너편 교통섬,4603,4603
상암3팀,은평구,960. 구파발역 환승센터,960,960.
도봉4팀,강북구,1519. 세븐일레븐 수유장미원점 앞,1519,1519
중랑2팀,성동구,520. 상왕십리역 4번 출구 앞,520,520.
훈련원2팀,성북구,1360. 정릉역,1360,1360
영남3팀,영등포구,251. 서울지방병무청 버스정류장,251,251.
학여울2팀,송파구,4880. 송파청소년센터,4880,4880
상암1팀,서대문구,198. 충정2교,198,198.
훈련원1팀,중구,430. KEB하나은행 장충동지점,430,430.
천호2팀,송파구,4469. 거여동 어울림아파트 102동앞,4469,4469
이수3팀,서초구,2509. 심산기념문화센터,2509,2509
학여울2팀,송파구,1266. 문정동 글샘 공원,1266,1266
개화4팀,양천구,713. 양서중학교 옆,713,713.
도봉1팀,노원구,1628. 노일초등학교 앞,1628,1628
영남3팀,영등포구,298.KBS 연구동 건너편,298,298.
천호2팀,송파구,4499. 세양청마루 101동 앞,4499,4499
이수2팀,관악구,2198.사랑의병원,2198,2198
상암2팀,서대문구,3101. 서대문구청,3101,3101
천왕3팀,금천구,1829. 홈플러스 금천점 앞,1829,1829
이수1팀,강남구,"2359. 국립국악중,고교 정문 맞은편",2359,2359
영남1팀,영등포구,3221.서울특별시 남부교육지원청,3221,3221
영남3팀,영등포구,299.여의도 순복음교회,299,299.
학여울1팀,강남구,2315. 봉은사역 5번출구 옆,2315,2315
훈련원4팀,동대문구,639. 서울시립대 후문,639,639.
상암1팀,마포구,416. 상암월드컵파크 1단지 교차로,416,416.
상암1팀,서대문구,3116.신촌역 4번출구,3116,3116
세종로3팀,용산구,810. 이태원지하보도,810,810.
중랑3팀,중랑구,4835. 망우동 본죽 앞,4835,4835
영남2팀,관악구,2145. 은천초등학교 육교,2145,2145
훈련원2팀,성북구,1388. 돈암초교입구 버스정류장(한성대입구역 방면),1388,1388
천호2팀,송파구,4857. 올림픽공원 장미광장,4857,4857
영남2팀,동작구,2084.e편한세상 상도노빌리티 앞,2084,2084
천왕3팀,금천구,3963. 에이스 하드웨어(시흥대로 396) 앞,3963,3963
개화2팀,강서구,1187. 강서수산물도매시장,1187,1187
상암1팀,서대문구,3113.독립문역사거리,3113,3113
도봉4팀,강북구,1528. 삼각산동 주민센터,1528,1528
중랑2팀,성동구,538. 답십리역 8번출구 앞,538,538.
도봉3팀,도봉구,1775.신원리베르텔 앞,1775,1775
이수3팀,서초구,2503. 반포1동 서초빌딩 앞,2503,2503
천호2팀,송파구,2627.문정시영아파트 5동 앞 공원,2627,2627
개화2팀,강서구,1130. 화곡본동시장 버스정류장,1130,1130
중랑2팀,성동구,3545.한양대역 1번출구,3545,3545
학여울2팀,송파구,4886. 배명고등학교 건너편,4886,4886
상암1팀,마포구,4224. 서부운전면허시험장,4224,4224
세종로1팀,중구,391. 시립미술관,391,391.
세종로2팀,종로구,4707. 청계3가 사거리,4707,4707
중랑2팀,성동구,4370. 서울숲IT캐슬 앞,4370,4370
학여울1팀,강남구,2325. 대치삼성아파트 앞 교차로,2325,2325
천호2팀,송파구,4855. 거여5단지 503동 앞,4855,4855
상암1팀,마포구,3008.DMC역7번출구,3008,3008
상암1팀,마포구,402. 상암월드컵파크 9단지 앞,402,402.
훈련원1팀,중구,476.광희문,476,476.
훈련원2팀,성북구,1303. 돈암초교 입구,1303,1303
도봉3팀,도봉구,4074. 도봉구육아종합지원센터(창동),4074,4074
천호2팀,송파구,1256. 문정현대아파트 교차로,1256,1256
영남2팀,관악구,2185. 대학동 고시촌,2185,2185
상암3팀,은평구,954. 은평뉴타운구파발9단지,954,954.
중랑2팀,성동구,518. 청계천 박물관 앞,518,518.
훈련원2팀,성북구,1364. 성북동 치안센터 앞,1364,1364
상암1팀,마포구,121. 마포소방서 앞,121,121.
이수2팀,관악구,2167. 낙성대역 1번출구,2167,2167
상암2팀,서대문구,195. 모래내고가차도,195,195.
학여울2팀,송파구,2603. 송파 글마루 도서관,2603,2603
상암3팀,은평구,4671. 청구성심병원 앞,4671,4671
천왕3팀,금천구,3956. 대륭테크노타운21차 앞,3956,3956
훈련원3팀,동대문구,656. 영휘원 교차로,656,656.
상암2팀,은평구,948. 디지털미디어 시티역 4번출구(DMC역),948,948.
상암3팀,은평구,"4663. 불광역3,6호선 버스정류장(동명여고 방면)",4663,4663
세종로2팀,종로구,328. 탑골공원 앞,328,328.
이수2팀,관악구,2122. 낙성대로 입구,2122,2122
상암1팀,마포구,4211. 시석빌딩 앞,4211,4211
이수2팀,동작구,2036. 정금마을 마을버스정류장,2036,2036
개화2팀,양천구,4530. 방아다리어린이공원,4530,4530
천호1팀,강동구,1049. 강일리버파크 10단지,1049,1049
천호2팀,송파구,4856. 올림픽공원 서1문 앞,4856,4856
영남1팀,양천구,748. 목동운동장,748,748.
이수3팀,서초구,2271. 내방역 8번출구 앞,2271,2271
중랑1팀,광진구,3873. 동서울우편집중국 앞,3873,3873
이수3팀,서초구,2215. 반포종합운동장 입구,2215,2215
학여울2팀,송파구,2634.위례포레샤인아파트 2318동,2634,2634
도봉1팀,노원구,1634. 당고개공원 대여소,1634,1634
이수3팀,서초구,2214. 신반포역 2번출구 앞,2214,2214
학여울2팀,송파구,1240. 문정 법조단지4,1240,1240
도봉3팀,도봉구,4054. KT프라자도봉점 맞은편,4054,4054
천왕1팀,구로구,1981. 천왕이펜하우스5단지 앞,1981,1981
학여울2팀,송파구,1217. 송파파인타운 7단지,1217,1217
세종로2팀,중구,318. 광교사거리 남측,318,318.
훈련원2팀,성북구,1349. 월계2교 버스정류장 앞,1349,1349
천호1팀,강동구,1026. 대명초교 입구 교차로,1026,1026
천왕1팀,구로구,2820.신세기아파트 앞,2820,2820
개화4팀,양천구,720. 서울강월초등학교 앞,720,720.
훈련원2팀,성북구,1343. 한성대7번출구 앞,1343,1343
상암1팀,서대문구,180. 충정로역 7번출구 아래,180,180.
천호2팀,송파구,1230. 송파중학교 정문,1230,1230
도봉3팀,도봉구,4083.도봉아이나라도서관 앞,4083,4083
천호2팀,송파구,2654.올림픽선수촌아파트 136동 앞,2654,2654
학여울2팀,송파구,2657.송파 파인타운 11단지,2657,2657
도봉3팀,도봉구,1772.시립도봉노인복지관 버스정류소,1772,1772
상암1팀,마포구,125. 서강대 남문 옆,125,125.
상암1팀,마포구,405. DMC빌 앞,405,405.
훈련원1팀,중구,4793. 동대문역사문화공원역 5번출구,4793,4793
상암1팀,마포구,185. 마포 신수공원 앞,185,185.
학여울1팀,강남구,2405. 청담공원앞 교차로,2405,2405
이수2팀,동작구,2037. 동작역 5번출구 동작주차공원,2037,2037
중랑3팀,중랑구,4803. 상봉2동 주민센터 앞,4803,4803
도봉4팀,강북구,1557.신창교,1557,1557
도봉3팀,도봉구,1770.도봉한신아파트 주변,1770,1770
훈련원1팀,중구,372. 약수역 3번출구 뒤,372,372.
개화4팀,양천구,710. 금옥여고보도육교,710,710.
세종로 4팀,용산구,850. KCC용산월츠타워,850,850.
도봉1팀,노원구,4002. 상계주공 14단지 상가 앞,4002,4002
중랑3팀,중랑구,1468.먹골역 7번 출구,1468,1468
영남1팀,영등포구,4588.양남사거리2,4588,4588
학여울1팀,강남구,3651. 개포동역 4번출구,3651,3651
이수2팀,서초구,2228.뒷벌공원 옆,2228,2228
천호1팀,강동구,1073.SSTS 몰 앞,1073,1073
훈련원2팀,성북구,1326. 상월곡역 1번출구,1326,1326
천왕3팀,금천구,1828. 한양수자인아파트 앞,1828,1828
천호1팀,강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,1016,1016
상암1팀,마포구,4202. 프런트원(공덕역4번출구 앞),4202,4202
이수3팀,서초구,2259. 잠원역 3번-4번 출구사이,2259,2259
학여울2팀,강남구,2420.학여울역 사거리(LG베스트샵 앞),2420,2420
영남3팀,영등포구,250. 대림아파트 사거리,250,250.
영남2팀,동작구,2020. 장승배기역2번출구뒷편쪽,2020,2020
중랑3팀,중랑구,4826. 홈플러스 면목점,4826,4826
이수3팀,서초구,2266. 서초역 3번출구,2266,2266
상암1팀,마포구,122. 신성기사식당 앞,122,122.
학여울1팀,강남구,2317. 삼성도로공원,2317,2317
개화4팀,강서구,1145. 곰달래 문화복지센터 1-2,1145,1145
이수1팀,서초구,2251. 더케이호텔 입구(양재2),2251,2251
천왕2팀,금천구,1840. 솔브레인이엔지 뒤편,1840,1840
도봉2팀,노원구,1671. 인덕대학교,1671,1671
도봉1팀,노원구,1696.수락리버시티4단지,1696,1696
도봉4팀,강북구,1553.예수그리스도후기성도교회 앞,1553,1553
세종로1팀,중구,4797. KG타워 앞,4797,4797
학여울2팀,송파구,1296. 석촌호수교차로 (송파나루근린공원 앞),1296,1296
이수3팀,서초구,2504. 신사역 4번출구 뒤,2504,2504
중랑3팀,중랑구,1405. 망우역 1번출구,1405,1405
상암1팀,마포구,440. 하늘공원 입구,440,440.
상암1팀,마포구,4216. 망원정 앞,4216,4216
중랑2팀,성동구,3525. 금호스포츠센터앞,3525,3525
이수3팀,서초구,2528.함지박 사거리,2528,2528
천호2팀,송파구,4860. 가락쌍용2차아파트 103동,4860,4860
상암3팀,은평구,903. 은평뉴타운 아이파크,903,903.
세종로3팀,용산구,864.순천향대학병원(한남오거리),864,864.
영남2팀,관악구,2174. 삼성디지털프라자관악점,2174,2174
도봉1팀,노원구,1659. 중계동 을지중학교,1659,1659
천호1팀,강동구,1068.명일파출소,1068,1068
상암3팀,은평구,919. 서울혁신파크,919,919.
상암1팀,마포구,4212. 한화오벨리스크 앞,4212,4212
상암1팀,마포구,408. LG CNS앞,408,408.
이수3팀,강남구,2362. 신사동 가로수길 입구,2362,2362
상암3팀,은평구,963. 대호프라자아파트,963,963.
중랑3팀,중랑구,1474.서울중랑우체국,1474,1474
천호2팀,송파구,4463. 방이역 2번 출구,4463,4463
개화4팀,양천구,714. 한국SGI 양천문화회관 앞,714,714.
도봉3팀,도봉구,1750. 창포원 남쪽 입구,1750,1750
상암1팀,마포구,150. 서강대역 2번출구 앞,150,150.
훈련원2팀,성북구,4420. 성북구 한예종 캠퍼스 별관,4420,4420
훈련원3팀,동대문구,647. 신이문역 1번출구,647,647.
도봉3팀,도봉구,1715. 서울특별시교육청도봉도서관,1715,1715
도봉4팀,강북구,1526. 수유동 채선당앞,1526,1526
중랑1팀,광진구,3505. 신양초교앞 교차로,3505,3505
상암1팀,마포구,129. 신촌역(2호선) 6번출구 옆,129,129.
개화4팀,양천구,777.신월6차보람아파트 앞,777,777.
학여울2팀,강남구,2408. 강남한양수자인아파트,2408,2408
도봉3팀,도봉구,1734. 쌍문현대1차아파트 108동 앞,1734,1734
개화1팀,강서구,3787. 가양나들목,3787,3787
학여울2팀,강남구,2411. 세곡동 성당,2411,2411
영남3팀,영등포구,235. 신길동 우리은행 옆,235,235.
훈련원2팀,성북구,1346. 길음8골어린이공원 옆,1346,1346
상암1팀,마포구,407. 마포구 육아종합지원센터,407,407.
상암1팀,서대문구,115. 마스타 빌딩 앞,115,115.
훈련원3팀,동대문구,676.FITI시험연구원 앞,676,676.
상암3팀,은평구,4653. 불광역 9번 출구 맞은편,4653,4653
상암1팀,마포구,156. 서울서부지방법원 앞,156,156.
세종로2팀,중구,324. 신세계백화점 본점 앞,324,324.
개화4팀,양천구,733. 신정이펜하우스314동,733,733.
학여울2팀,송파구,4893. 문정법조단지12,4893,4893
천호1팀,강동구,3658. 프라이어팰리스아파트,3658,3658
도봉3팀,도봉구,"1735. 도봉역 1,2번 출구사이 건너편",1735,1735
영남1팀,영등포구,4601.양평역2번출구 뒤,4601,4601
훈련원1팀,중구,336. 티마크 호텔 앞,336,336.
중랑1팀,광진구,3529. 어린이대공원정문,3529,3529
학여울1팀,강남구,2418.봉은사역 7번 출구,2418,2418
도봉3팀,도봉구,1719. 신도봉사거리 버스정류장,1719,1719
이수1팀,서초구,2273. 일동제약 사거리,2273,2273
이수2팀,서초구,4318. 방배역 2번 출구,4318,4318
세종로 4팀,중구,4794. 서울역 서부교차로(3),4794,4794
훈련원4팀,동대문구,654. 전농동 텃골공원,654,654.
세종로2팀,중구,4778. 대신파이낸스센터,4778,4778
도봉3팀,도봉구,1771.성원APT버스정류소,1771,1771
훈련원1팀,종로구,457. 종로꽃시장 입구 옆,457,457.
상암1팀,마포구,3007.MBC 앞,3007,3007
천왕2팀,금천구,1839. 수출의 다리 아래,1839,1839
훈련원3팀,동대문구,665.이문동 쌍용아파트 정문,665,665.
학여울1팀,강남구,2365. K+ 타워 앞,2365,2365
훈련원1팀,종로구,455. 종로6가역 버스정류장(동대문 방향),455,455.
도봉3팀,도봉구,1746. 다이소방학점 앞,1746,1746
상암1팀,마포구,4208. 스타벅스(동교동) 앞,4208,4208
개화4팀,양천구,725. 양강중학교앞 교차로,725,725.
도봉4팀,강북구,1548. 북서울 꿈의숲 서문,1548,1548
천호2팀,송파구,"2626.경찰병원역 1,2번 출구 사이",2626,2626
이수2팀,관악구,2148. 낙성대역 3번출구 뒤,2148,2148
상암2팀,은평구,930. 구 서부경찰서 건너편,930,930.
학여울1팀,강남구,2372. 대치역 사거리,2372,2372
천왕3팀,금천구,1806. 에이스하이엔드타워9차 앞,1806,1806
중랑1팀,광진구,552. 대림아크로리버 앞,552,552.
훈련원2팀,성북구,1395.래미안장위포레카운티(102동),1395,1395
세종로1팀,종로구,305. 종로구청 옆,305,305.
이수2팀,동작구,2095.경문고등학교 앞,2095,2095
이수1팀,서초구,2206. 언남초등학교 앞,2206,2206
천왕3팀,금천구,1862.스타즈호텔독산 빌딩 앞,1862,1862
중랑2팀,성동구,536. 행당역 2번출구 앞,536,536.
상암2팀,서대문구,177. 북가좌 초등학교,177,177.
영남1팀,양천구,762. 오목로 무중력지대 앞,762,762.
개화2팀,강서구,5076. 메이필드호텔앞,5076,5076
상암1팀,서대문구,138. 신촌동 제1공영주차장 앞,138,138.
천왕3팀,금천구,1821. 홈플러스 시흥점 맞은편 다비치안경 앞,1821,1821
개화2팀,강서구,"5056. 마곡역4,5번출구",5056,5056
천호2팀,송파구,1207. 마천중앙시장,1207,1207
상암3팀,은평구,982. 녹번초등학교(서오릉로),982,982.
중랑3팀,중랑구,4837. 양원지구 힐데스하임 앞,4837,4837
이수3팀,강남구,3606. 신사동주민센터 옆,3606,3606
학여울2팀,송파구,4497. 아시아선수촌아파트 교차로,4497,4497
개화4팀,양천구,750. 연의근린공원 건너편,750,750.
개화2팀,강서구,3792. 화곡본동시장 입구,3792,3792
개화4팀,양천구,759. 보아스아파트 앞,759,759.
천왕3팀,금천구,1856. 모두의학교,1856,1856
도봉3팀,도봉구,1752. 창동 주공 4단지 입구 옆,1752,1752
이수1팀,서초구,2245.양재초등학교 맞은편,2245,2245
훈련원1팀,중구,389. 을지로4가역 1번출구,389,389.
중랑3팀,중랑구,1464.중화역 4번출구,1464,1464
도봉1팀,노원구,4034. 상계근린공원 운동장 앞,4034,4034
천왕1팀,양천구,743. 현대6차아파트 101동 옆,743,743.
세종로 4팀,중구,399. 서울역 센트럴 자이아파트,399,399.
천호1팀,강동구,1033. 고덕동 아남아파트,1033,1033
도봉3팀,도봉구,1722. 창동청소년수련관,1722,1722
영남1팀,양천구,4536. 양천해누리체육공원,4536,4536
훈련원4팀,동대문구,604. 답십리초등학교 옆 공원,604,604.
훈련원2팀,성북구,1368. 성신여대입구 교차로,1368,1368
도봉2팀,노원구,4039. 서울시 북부여성발전센터,4039,4039
도봉1팀,노원구,4042. 상계문화정보도서관,4042,4042
중랑2팀,성동구,4362. 행당중학교 후문,4362,4362
이수3팀,서초구,2277. 길마중4교 하부,2277,2277
도봉1팀,노원구,1654. 당고개입구 오거리,1654,1654
세종로2팀,종로구,354. 포르투갈 대사관 앞,354,354.
훈련원4팀,동대문구,628. 휘봉고등학교 앞,628,628.
이수3팀,강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),2302,2302
도봉4팀,강북구,1527. 미아역 1번 출구 뒤,1527,1527
개화4팀,양천구,4520. 대성유니드아파트,4520,4520
중랑1팀,광진구,515. 광양중학교 앞,515,515.
영남3팀,영등포구,4576.보라매sk뷰 108동 앞,4576,4576
이수2팀,관악구,3311.서울대입구역 4번 출구,3311,3311
도봉3팀,도봉구,1748. 피자헛 앞(도봉병원 옆),1748,1748
상암3팀,은평구,904. 은평뉴타운 푸르지오,904,904.
천호1팀,강동구,1060. 천일초교 사거리,1060,1060
개화2팀,강서구,2731.명덕고교,2731,2731
도봉4팀,강북구,1564.4.19민주묘지역 1번출구,1564,1564
상암2팀,서대문구,188. 홍은동 정원여중 입구,188,188.
천호2팀,송파구,1300. 오륜사거리,1300,1300
중랑1팀,광진구,3516. 구의아리수정수센터앞,3516,3516
중랑3팀,중랑구,1430. 중랑구청,1430,1430
도봉1팀,노원구,1651. 상계동 우방유쉘아파트 앞,1651,1651
세종로 4팀,용산구,836. 현대자동차서비스 앞,836,836.
학여울1팀,강남구,2369. KT선릉타워,2369,2369
훈련원3팀,동대문구,4110. 용두롯데캐슬리치아파트 앞,4110,4110
훈련원2팀,성북구,4411. 동산어린이공원 앞,4411,4411
세종로2팀,종로구,335. 종로3가역 15번출구 앞,335,335.
천호2팀,송파구,1253. 오금역 3번 출구 뒤,1253,1253
천왕3팀,금천구,1833. 독산역 1번출구 앞 자전거보관소,1833,1833
중랑3팀,중랑구,1469.먹골역 4번출구,1469,1469
중랑3팀,중랑구,1465.중랑공영차고지 옆,1465,1465
이수3팀,서초구,2524.반포쇼핑타운 8동 앞,2524,2524
훈련원1팀,종로구,344. 성균관대 E하우스 앞,344,344.
개화4팀,양천구,706. 신정네거리역,706,706.
개화1팀,강서구,2743.동신아파트 104동 앞,2743,2743
학여울2팀,송파구,4467. 한림연예예술고등학교,4467,4467
훈련원1팀,종로구,3423.현대그룹(본사),3423,3423
학여울1팀,강남구,2429.압구정로데오역 6번출구,2429,2429
이수2팀,동작구,2082.7호선 이수역7번출구,2082,2082
학여울2팀,송파구,4875. 위례포레샤인13단지,4875,4875
이수2팀,관악구,3816. 관악 GSfresh,3816,3816
학여울2팀,송파구,4456. 위례포레샤인 2310동 부근,4456,4456
중랑1팀,광진구,3523. 건국대학교 과학관(이과대) 앞,3523,3523
중랑2팀,성동구,4367. kt 행당빌딩 앞,4367,4367
세종로2팀,종로구,464. 삼청동 골목,464,464.
이수3팀,서초구,2515.서초초등학교 후문,2515,2515
천왕3팀,금천구,3959. 시흥사거리(시흥동 994-3 앞),3959,3959
세종로1팀,종로구,307. 서울역사박물관 앞,307,307.
도봉1팀,노원구,2920.상계중학교(당현2교사거리),2920,2920
영남2팀,관악구,2156. 신림푸르지오아파트,2156,2156
훈련원1팀,종로구,359. 원남동사거리,359,359.
도봉3팀,도봉구,1716. 하나로마트 창동점,1716,1716
학여울2팀,강남구,2387. 래미안강남힐즈 사거리,2387,2387
중랑1팀,광진구,3507. 어린이회관,3507,3507
개화1팀,강서구,3795. 공항신성빌딩 앞,3795,3795
중랑3팀,중랑구,4828. 신내동 한살림 중랑지구 앞,4828,4828
중랑1팀,광진구,3864. 광진소방서 앞,3864,3864
상암2팀,서대문구,3123.DMC파크뷰자이1단지 110동 앞,3123,3123
이수2팀,관악구,2116. 에이스에이존빌딩,2116,2116
영남3팀,영등포구,4590. KRX한국거래소(2),4590,4590
세종로 4팀,중구,485.서울역5번출구,485,485.
영남2팀,관악구,2191.대학동주민센터,2191,2191
개화2팀,강서구,3767. 대원빌딩,3767,3767
학여울1팀,강남구,3628. 역삼1동 주민센터,3628,3628
훈련원1팀,종로구,358. 성대입구 사거리,358,358.
